GLON,GLAT,RECNO,ASSOC_3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX
152.2216,-76.2572,     106,J0118.9-1457 ,  0,Y,1RXS J011905.4-145906     ,019.76961,-14.98288, 0.042, 0.067,bll    ,HSP,15.802,15.849, 0.11470, 0.996, 0.000, 0.838,-0.289,     5.50,N,  24.100,18.600,      , 0.41, 0.76
213.6633,-83.5246,     107,J0120.4-2700 ,  0,Y,PKS 0118-272              ,020.13193,-27.02351, 0.011, 0.020,bll    ,ISP,14.325,14.325,        , 1.000, 0.972, 0.904,      ,   934.77,N,  12.700,16.178,      , 0.57, 1.48
127.6486,-10.6631,     108,J0121.7+5154 ,  0,Y,NVSS J012133+515557       ,020.39026,+51.93258, 0.046, 0.051,bcu III,-  ,      ,      ,        , 0.986, 0.000, 0.000,-2.236,     8.47,N,        ,      ,      ,     ,
130.3454,-28.0684,     109,J0122.8+3423 ,  0,Y,1ES 0120+340              ,020.78565,+34.34650, 0.068, 0.043,bll    ,HSP,17.360,17.464, 0.27200, 0.992, 0.000, 0.928,-0.369,    45.71,N, 614.000,16.887,16.580, 0.31, 0.76
186.2594,-81.7169,     110,J0123.7-2312 ,  0,Y,1RXS J012338.2-231100     ,020.90979,-23.18319, 0.026, 0.073,bll    ,HSP,17.120,17.267, 0.40400, 0.999, 0.000, 0.917,-0.730,    27.64,N,  90.300,18.166,      , 0.42, 0.77
145.4073,-67.8192,     111,J0125.2-0627 ,  0,Y,PMN J0124-0624            ,021.21036,-06.41693, 0.112, 0.163,bll    ,ISP,13.640,14.134, 2.11700, 0.983, 0.000, 0.000, 0.170,    41.61,N,        ,20.436,18.470, 0.41,
205.0336,-82.3082,     112,J0125.4-2548 ,  0,Y,PKS 0122-260              ,021.32849,-25.81789, 0.034, 0.086,bll    ,LSP,13.360,13.360,        , 0.993, 0.843, 0.000,      ,   166.15,N,        ,20.211,      , 0.86,
183.7963,-80.7821,     113,J0126.1-2227 ,  0,Y,PKS 0123-226              ,021.56251,-22.37600, 0.093, 0.093,fsrq   ,ISP,14.405,14.641, 0.72000, 0.921, 0.876, 0.000, 0.845,   611.99,N,   4.600,18.693,      , 0.71, 1.19
148.9040,-69.4026,     114,J0127.1-0818 ,  0,Y,PMN J0127-0821            ,021.81796,-08.35803, 0.063, 0.071,bll    ,LSP,13.265,13.399, 0.36000, 0.993, 0.000, 0.000, 0.142,   112.62,N,        ,18.305,18.040, 0.56, 1.51
140.1142,-58.2896,     115,J0127.2+0325 ,  0,Y,NVSS J012713+032259       ,021.80803,+03.38303, 0.040, 0.052,bcu II ,HSP,15.950,15.950,        , 0.995, 0.000, 0.000,-0.454,    16.14,N,        ,19.447,16.790, 0.24, 1.32
132.7669,-36.2135,     116,J0127.9+2551 ,  0,Y,4C +25.05                 ,021.67830,+25.98369, 0.299, 0.399,fsrq   ,ISP,13.760,14.286, 2.35800, 0.923, 0.803, 0.000, 4.466,  1003.13,N,  19.300,17.873,17.710, 0.70, 1.05
129.8727,-17.7142,     117,J0128.5+4430 ,  0,Y,GB6 J0128+4439            ,022.17225,+44.65499, 0.151, 0.157,fsrq   ,LSP,13.880,13.969, 0.22800, 0.979, 0.000, 0.000, 0.927,    36.94,N,        ,20.060,      , 0.59,
136.6555,-47.0637,     118,J0130.8+1441 ,  0,Y,4C +14.06                 ,022.48061,+14.77995, 0.249, 0.318,fsrq   ,LSP,12.950,13.369, 1.62636, 0.890, 0.800, 0.000, 1.835,   775.52,N,        ,19.721,19.130, 0.80,
151.9676,-68.5823,     119,J0132.5-0802 ,  0,Y,PKS 0130-083              ,023.17136,-08.06801, 0.040, 0.125,bcu I  ,HSP,15.750,15.810, 0.14850, 0.994, 0.852, 0.845,-0.504,   307.58,N,  46.300,13.912,15.150, 0.35, 1.42
168.1241,-76.0177,     120,J0132.6-1655 ,  0,Y,PKS 0130-17               ,023.18120,-16.91348, 0.011, 0.041,fsrq   ,LSP,13.130,13.435, 1.02000, 1.000, 0.958, 0.000, 0.420,   830.76,N,        ,17.145,      , 0.66, 1.27
279.5501,-70.9488,     121,J0133.0-4413 ,  0,Y,SUMSS J013306-441422      ,023.27654,-44.23928, 0.019, 0.089,bll    ,ISP,14.488,14.488,        , 1.000, 0.000, 0.000,      ,    82.30,S,        ,18.822,      , 0.61,
288.2657,-63.9247,     122,J0133.2-5159 ,  0,Y,PKS 0131-522              ,023.27401,-52.00110, 0.032, 0.129,bcu I  ,LSP,12.063,12.063,        , 0.997, 1.000, 0.000, 1.364,  1198.00,A,  17.800,18.923,      , 0.75, 1.01
130.8355,-18.8113,     123,J0133.3+4324 ,  0,Y,B3 0129+431               ,023.18386,+43.42574, 0.114, 0.141,bcu II ,LSP,13.480,13.480,        , 0.937, 0.000, 0.000, 0.093,   150.97,N,        ,19.848,17.830, 0.59,
267.8065,-75.3172,     124,J0134.3-3842 ,  0,Y,PMN J0134-3843            ,023.63346,-38.72594, 0.048, 0.096,fsrq   ,LSP,12.640,13.137, 2.14000, 0.999, 0.905, 0.000, 0.105,   569.65,N,        ,22.392,      , 1.07, 0.44
134.7188,-35.2396,     125,J0134.5+2638 ,  0,Y,1RXS J013427.2+263846     ,023.61748,+26.64528, 0.014, 0.059,bcu I  ,HSP,15.810,15.810,        , 0.999, 0.000, 0.877,-0.534,    30.57,N,  25.900,16.434,16.460, 0.25, 1.36
132.4165,-22.9398,     126,J0136.5+3905 ,  1,Y,B3 0133+388               ,024.13583,+39.09978, 0.005, 0.014,bll    ,HSP,16.195,16.195,        , 1.000, 0.929, 0.981,      ,    60.64,N, 233.000,16.060,      , 0.29, 1.04
130.7884,-14.3178,     127,J0137.0+4752 ,  0,Y,OC 457                    ,024.24415,+47.85808, 0.020, 0.022,fsrq   ,LSP,12.815,13.084, 0.85900, 1.000, 0.967, 0.000, 0.237,  1138.09,N,        ,18.331,17.240, 0.69, 1.37
201.3931,-79.2843,     128,J0137.6-2430 ,  0,Y,PKS 0135-247              ,024.40978,-24.51497, 0.006, 0.056,fsrq   ,LSP,12.655,12.919, 0.83500, 1.000, 0.959, 0.873, 0.571,  1182.00,N,  20.800,17.094,      , 0.68, 1.14
123.4714,+24.8111,     129,J0139.9+8735 ,  0,Y,NVSS J013913+873754       ,024.80143,+87.63267, 0.034, 0.058,bcu II ,ISP,14.100,14.100,        , 0.992, 0.000, 0.000,-0.078,    11.56,N,        ,      ,      ,     ,
159.0490,-68.7689,     130,J0141.4-0929 ,  0,Y,PKS 0139-09               ,025.35763,-09.47880, 0.011, 0.033,bll    ,LSP,12.800,13.038, 0.73000, 1.000, 0.958, 0.853,-0.060,   657.47,N,   6.960,17.445,16.570, 0.56, 1.49
290.4544,-57.0777,     131,J0143.7-5845 ,  0,Y,SUMSS J014347-584550      ,025.94755,-58.76428, 0.010, 0.033,bll    ,HSP,16.400,16.400,        , 1.000, 0.000, 0.000,      ,    28.30,S,        ,17.457,      , 0.34, 0.88
137.2670,-34.3045,     132,J0144.6+2705 ,  0,Y,TXS 0141+268              ,026.13981,+27.08420, 0.016, 0.021,bll    ,LSP,13.400,13.400,        , 1.000, 0.931, 0.000,      ,   217.16,N,        ,      ,18.030, 0.60, 1.53
218.0866,-78.0911,     133,J0145.1-2732 ,  0,Y,PKS 0142-278              ,026.26414,-27.55954, 0.036, 0.057,fsrq   ,LSP,12.500,12.832, 1.14800, 0.999, 0.944, 0.000, 1.203,   923.31,N,        ,18.065,      , 0.74, 1.12
124.0184,+23.2725,     134,J0145.6+8600 ,  0,Y,NVSS J014929+860114       ,027.39691,+86.02094, 0.071, 0.118,bcu III,-  ,      ,      ,        , 0.954, 0.000, 0.000,      ,    96.01,N,        ,17.688,      , 0.44,
295.2050,-48.5230,     135,J0146.4-6746 ,  0,Y,SUMSS J014554-674646      ,026.47925,-67.77978, 0.054, 0.068,bcu II ,ISP,14.958,14.958,        , 0.976, 0.000, 0.000, 0.088,    36.10,S,        ,17.399,      , 0.35, 1.45
284.0148,-63.0040,     136,J0147.0-5204 ,  0,Y,PKS 0144-522              ,026.70242,-52.04268, 0.053, 0.078,bcu I  ,ISP,14.900,14.941, 0.09810, 0.995, 0.881, 0.000,-0.372,   329.30,S,  11.400,12.388,      , 0.18, 2.08
150.8808,-58.2539,     137,J0148.6+0128 ,  0,Y,PMN J0148+0129            ,027.14081,+01.48373, 0.022, 0.052,bll    ,ISP,13.985,14.273, 0.94000, 0.998, 0.853, 0.000, 0.222,    88.36,N,        ,19.092,18.920, 0.57,
285.6499,-60.2589,     138,J0150.5-5447 ,  0,Y,PMN J0150-5450            ,027.68554,-54.83472, 0.058, 0.085,bcu II ,HSP,15.552,15.552,        , 0.992, 0.000, 0.000,-0.694,    43.80,S,        ,17.826,      , 0.42,
148.8473,-54.1697,     139,J0151.0+0537 ,  0,Y,PMN J0151+0540            ,027.75753,+05.67620, 0.049, 0.115,bcu II ,LSP,13.740,13.740,        , 0.988, 0.811, 0.000, 0.431,   175.86,N,        ,19.733,19.110, 0.63,
251.8001,-74.4154,     140,J0151.0-3609 ,  0,N,PMN J0151-3605            ,027.86437,-36.10486, 0.099, 0.200,bcu I  ,-  ,      ,      , 0.68100, 0.944, 0.000, 0.000,      ,    42.79,N,        ,22.847,      , 0.85, 0.99
141.0584,-38.6012,     141,J0151.6+2205 ,  0,Y,PKS 0149+21               ,028.07525,+22.11881, 0.149, 0.178,fsrq   ,LSP,13.005,13.370, 1.32000, 0.992, 0.878, 0.000, 0.764,  1041.69,N,        ,19.263,18.390, 0.76, 1.23
136.1316,-24.0411,     142,J0152.2+3707 ,  0,Y,B2 0149+37                ,028.05092,+37.26824, 0.137, 0.118,bcu I  ,LSP,13.670,13.916, 0.76100, 0.865, 0.000, 0.000, 0.345,   333.95,N,        ,19.056,      , 0.64,
152.3775,-57.5409,     143,J0152.6+0148 ,  1,Y,PMN J0152+0146            ,028.16505,+01.78816, 0.020, 0.038,bll    ,HSP,15.425,15.458, 0.08000, 1.000, 0.857, 0.930,-1.335,    61.97,N,  60.700,11.818,14.280, 0.19, 1.45
126.9025,+12.9014,     144,J0152.8+7517 ,  0,Y,1RXS J015308.4+751756     ,028.28030,+75.29559, 0.017, 0.037,bll    ,HSP,15.950,15.950,        , 1.000, 0.806, 0.929,      ,    21.74,N,  56.200,19.029,      , 0.39, 0.89
148.2435,-51.3711,     145,J0154.0+0824 ,  0,Y,GB6 J0154+0823            ,028.51154,+08.39752, 0.012, 0.028,bll    ,HSP,15.095,15.321, 0.68100, 1.000, 0.928, 0.000,-0.143,   207.22,N,        ,17.024,16.490, 0.42, 1.27
134.6770,-16.8589,     146,J0154.9+4433 ,  0,Y,GB6 J0154+4433            ,028.72695,+44.56055, 0.010, 0.052,bll    ,ISP,14.125,14.125,        , 1.000, 0.809, 0.000,      ,    37.69,N,        ,19.375,      , 0.58,
136.4588,-21.9142,     147,J0156.3+3913 ,  0,Y,MG4 J015630+3913          ,029.13088,+39.24192, 0.031, 0.081,bcu II ,LSP,13.200,13.200,        , 0.997, 0.847, 0.000, 1.101,   159.98,N,        ,18.888,      , 0.65,
275.5019,-65.7617,     148,J0156.9-4742 ,  0,Y,2MASS J01564603-4744174   ,029.19179,-47.73814, 0.042, 0.076,bcu II ,HSP,15.350,15.350,        , 0.994, 0.000, 0.000,-0.852,    28.70,S,        ,17.904,      , 0.37,
282.1969,-61.3780,     149,J0157.0-5301 ,  0,Y,1RXS J015658.6-530208     ,029.24063,-53.03264, 0.008, 0.044,bll    ,HSP,17.075,17.075,        , 0.999, 0.000, 0.941,      ,    43.40,S,  90.300,17.715,      , 0.43, 0.88
272.8042,-66.8120,     150,J0157.9-4615 ,  0,Y,PMN J0157-4614            ,029.46298,-46.23979, 0.024, 0.123,fsrq   ,LSP,12.235,12.752, 2.28700, 0.998, 0.841, 0.000, 1.136,   218.80,S,        ,      ,      ,     ,
258.8106,-71.3260,     151,J0158.6-3931 ,  0,Y,PMN J0158-3932            ,029.65878,-39.53439, 0.004, 0.052,bll    ,ISP,14.820,14.820,        , 1.000, 0.884, 0.000,      ,   132.34,N,        ,17.786,      , 0.56, 1.46
148.7488,-48.6415,     152,J0159.4+1046 ,  0,Y,RX J0159.5+1047           ,029.89330,+10.78494, 0.031, 0.049,bll    ,HSP,15.950,16.027, 0.19500, 0.999, 0.804, 0.896,-0.276,    47.61,N,  42.500,17.607,16.780, 0.37, 1.12
218.9428,-74.8464,     153,J0159.8-2741 ,  0,Y,PMN J0159-2739            ,029.93065,-27.67729, 0.031, 0.061,bll    ,ISP,14.950,14.950,        , 0.999, 0.841, 0.000,      ,   102.84,N,   5.220,17.668,      , 0.54, 1.36
292.4931,-49.0548,     154,J0200.9-6635 ,  0,Y,PMN J0201-6638            ,030.28227,-66.63685, 0.048, 0.094,bcu II ,LSP,12.515,12.515,        , 0.995, 0.830, 0.000, 0.652,   172.30,S,   3.870,20.560,      , 0.81, 1.01
150.9737,-50.1454,     155,J0202.3+0851 ,  0,Y,TXS 0159+085              ,030.61010,+08.82047, 0.042, 0.120,fsrq   ,HSP,15.865,15.865, 0.62900, 0.996, 0.000, 0.801,-0.234,   134.92,N,  25.400,19.380,18.410, 0.55, 0.95
136.8194,-18.8534,     156,J0202.5+4206 ,  0,Y,B3 0159+418               ,030.68189,+42.08787, 0.044, 0.085,bll    ,LSP,13.145,13.145,        , 0.998, 0.838, 0.000,      ,   167.12,N,        ,18.756,      , 0.67,
160.6251,-59.9259,     157,J0203.1-0227 ,  0,Y,RX J0202.9-0223           ,030.71797,-02.38925, 0.102, 0.135,bcu II ,HSP,16.400,16.400,        , 0.957, 0.000, 0.000, 0.149,    68.10,N,  20.800,      ,18.150, 0.47, 1.10
140.8049,-29.6396,     158,J0203.6+3043 ,  0,N,NVSS J020344+304238       ,030.93446,+30.71051, 0.012, 0.032,bll    ,LSP,13.080,13.326, 0.76100, 1.000, 0.919, 0.000, 0.699,   175.42,N,        ,      ,18.350, 0.60,
140.8161,-29.6565,     159,J0203.6+3043 ,  0,N,B2 0200+30                ,030.93898,+30.69142, 0.029, 0.032,fsrq   ,LSP,12.760,13.051, 0.95500, 0.992, 0.950, 0.000, 0.940,   811.46,N,        ,      ,19.640, 0.83,
128.3478,+10.4391,     160,J0204.0+7234 ,  0,N,S5 0159+723               ,030.88910,+72.54824, 0.045, 0.045,bll    ,ISP,14.175,14.175,        , 0.999, 0.862, 0.000,      ,   229.95,N,        ,15.723,      , 0.30, 2.22
143.4734,-35.6493,     161,J0204.2+2420 ,  0,Y,B2 0201+24                ,031.08985,+24.29687, 0.054, 0.071,bcu II ,ISP,14.446,14.446,        , 0.983, 0.845, 0.000,-0.766,   196.44,N,        ,16.402,16.600, 0.39,
140.5709,-28.1284,     162,J0204.8+3212 ,  0,Y,B2 0202+31                ,031.27052,+32.20836, 0.041, 0.150,fsrq   ,LSP,12.350,12.742, 1.46600, 0.999, 0.892, 0.000, 2.990,   657.61,N,        ,17.475,17.780, 0.68, 1.29
147.9302,-44.0435,     163,J0205.0+1510 ,  0,Y,4C +15.05                 ,031.21006,+15.23640, 0.074, 0.076,bcu I  ,LSP,12.445,12.708, 0.83300, 0.983, 0.962, 0.000, 0.908,  4068.22,N,        ,      ,      ,     ,
185.9929,-70.2317,     164,J0205.2-1700 ,  0,Y,PKS 0202-17               ,031.24031,-17.02218, 0.081, 0.076,fsrq   ,LSP,12.470,12.908, 1.74000, 0.999, 0.921, 0.000, 2.424,  1219.97,N,   9.980,17.998,      , 0.77, 1.09
175.6006,-66.6947,     165,J0206.4-1150 ,  0,Y,PMN J0206-1150            ,031.60869,-11.84437, 0.005, 0.061,fsrq   ,LSP,12.760,13.185, 1.66300, 0.999, 0.882, 0.800, 0.961,   168.62,N,   7.900,      ,19.320, 0.70, 0.93
254.5099,-70.2631,     166,J0207.9-3846 ,  0,Y,PKS 0205-391              ,031.81504,-38.95085, 0.220, 0.183,bcu I  ,LSP,13.495,13.593, 0.25400, 0.842, 0.000, 0.000, 0.205,   274.81,N,        ,17.489,      , 0.53, 1.55
292.8673,-46.9750,     167,J0208.0-6838 ,  0,Y,PKS 0206-688              ,031.96222,-68.63199, 0.028, 0.085,bll    ,ISP,14.250,14.250,        , 0.997, 0.912, 0.000,      ,   489.20,S,        ,19.481,      , 0.84, 1.13
140.2105,-24.8813,     168,J0208.6+3522 ,  0,Y,MS 0205.7+3509            ,032.15901,+35.38689, 0.010, 0.045,bll    ,HSP,15.979,16.099, 0.31800, 1.000, 0.000, 0.933,-0.269,     4.95,N,  69.900,19.435,      , 0.40, 0.55
278.3662,-60.7624,     169,J0209.4-5229 ,  0,Y,1RXS J020922.2-522920     ,032.33983,-52.48972, 0.020, 0.024,bll    ,HSP,16.100,16.100,        , 1.000, 0.844, 0.960,      ,    78.70,S, 155.000,15.402,      , 0.24, 1.18
137.1530,-15.8824,     170,J0209.5+4449 ,  0,Y,1RXS J020917.6+444951     ,032.32055,+44.82906, 0.047, 0.065,bll    ,HSP,16.700,16.700,        , 0.998, 0.000, 0.934,      ,    30.69,N, 183.000,17.433,      , 0.32, 0.89
276.1017,-61.7781,     171,J0210.7-5101 ,  0,Y,PKS 0208-512              ,032.69250,-51.01719, 0.011, 0.023,bcu I  ,LSP,13.120,13.422, 1.00300, 1.000, 0.985, 0.909, 0.232,  3371.00,S,  16.200,15.961,      , 0.61, 1.45
152.5779,-47.3675,     172,J0211.2+1051 ,  0,Y,MG1 J021114+1051          ,032.80491,+10.85967, 0.012, 0.022,bll    ,ISP,14.120,14.120,        , 1.000, 0.948, 0.000,      ,   318.87,N,        ,15.806,      , 0.44, 1.44
169.4789,-62.1593,     173,J0211.2-0649 ,  0,Y,NVSS J021116-064422       ,032.82062,-06.73886, 0.090, 0.131,bcu II ,ISP,14.600,14.600,        , 0.948, 0.000, 0.000,-0.627,    22.26,N,        ,16.333,16.600, 0.26,
242.5330,-70.9668,     174,J0212.8-3504 ,  0,Y,RBS 0292                  ,033.12710,-35.05911, 0.066, 0.073,bll    ,HSP,17.100,17.244, 0.39300, 0.990, 0.000, 0.834,-0.399,    19.42,N,  33.600,19.649,      , 0.59, 0.54
146.4194,-36.3817,     175,J0213.0+2245 ,  0,Y,MG3 J021252+2246          ,033.22015,+22.74785, 0.045, 0.041,bll    ,HSP,15.550,15.714, 0.45900, 0.995, 0.000, 0.876,-0.510,    67.43,N,  40.100,16.775,16.500, 0.32, 1.27
218.1827,-71.9037,     176,J0213.1-2720 ,  0,Y,PMN J0212-2719            ,033.23050,-27.30504, 0.066, 0.120,bcu II ,LSP,13.810,13.810,        , 0.972, 0.000, 0.000,-0.097,    49.01,N,        ,      ,      ,     ,
283.8030,-55.5794,     177,J0214.7-5823 ,  0,Y,PMN J0214-5822            ,033.54267,-58.36922, 0.080, 0.106,bcu II ,LSP,13.705,13.705,        , 0.952, 0.000, 0.000, 0.794,   121.40,S,        ,17.159,      , 0.47,
293.0081,-45.2206,     178,J0216.1-7016 ,  0,Y,PMN J0215-7014            ,033.91296,-70.25022, 0.049, 0.113,bcu II ,LSP,12.760,12.760,        , 0.973, 0.000, 0.000, 2.019,    54.20,S,        ,      ,      ,     ,
176.9941,-63.8009,     179,J0216.6-1019 ,  0,Y,PMN J0216-1017            ,034.16198,-10.28417, 0.045, 0.119,bcu II ,LSP,12.655,12.655,        , 0.991, 0.902, 0.000, 0.444,   300.00,A,        ,      ,19.900, 0.71,
290.3634,-48.3792,     180,J0217.0-6635 ,  0,Y,RBS 0300                  ,034.21196,-66.61183, 0.027, 0.059,bll    ,HSP,15.676,15.676,        , 0.998, 0.828, 0.909,      ,   103.60,S,  57.700,17.602,      , 0.48, 0.98
174.0788,-62.3799,     181,J0217.1-0833 ,  0,Y,PKS 0214-085              ,034.26109,-08.34788, 0.219, 0.177,fsrq   ,LSP,12.960,13.166, 0.60700, 0.945, 0.000, 0.000,-0.017,   417.98,N,        ,19.233,17.660, 0.65, 1.25
156.1263,-48.6425,     182,J0217.2+0837 ,  0,Y,ZS 0214+083               ,034.32135,+08.61775, 0.004, 0.045,bll    ,LSP,13.760,13.795, 0.08500, 1.000, 0.927, 0.886,-0.880,   315.54,N,  19.700,15.395,      , 0.50, 1.40
128.9272,+11.9642,     183,J0217.5+7349 ,  0,Y,S5 0212+73                ,034.37839,+73.82573, 0.004, 0.135,fsrq   ,LSP,12.200,12.727, 2.36700, 0.999, 0.950, 0.800, 3.048,  2271.69,N,  25.200,19.436,17.540, 0.67, 1.21
162.1400,-54.4132,     184,J0217.8+0143 ,  0,Y,PKS 0215+015              ,034.45398,+01.74714, 0.020, 0.025,fsrq   ,LSP,13.120,13.554, 1.71500, 1.000, 0.959, 0.000,-0.411,   750.89,N,        ,19.123,15.490, 0.54, 1.60
141.8466,-22.9625,     185,J0218.9+3642 ,  0,Y,MG3 J021846+3641          ,034.70851,+36.67849, 0.042, 0.074,bcu II ,LSP,13.120,13.120,        , 0.993, 0.832, 0.000, 1.828,   129.97,N,        ,19.867,      , 0.65,
147.0330,-33.9849,     186,J0219.0+2440 ,  0,Y,87GB 021610.9+243205      ,034.75166,+24.75572, 0.078, 0.074,bcu II ,HSP,15.800,15.800,        , 0.926, 0.000, 0.000,-0.842,    49.90,N,        ,17.237,      , 0.37,
142.6017,-23.4868,     187,J0221.1+3556 ,  0,Y,B 0218+357                ,035.27278,+35.93715, 0.007, 0.021,fsrq   ,LSP,12.875,13.164, 0.94400, 1.000, 0.981, 0.000, 0.800,  1707.78,N,        ,      ,      ,     ,
190.1936,-66.3747,     188,J0222.1-1616 ,  0,Y,PKS 0219-164              ,035.50302,-16.25460, 0.037, 0.099,fsrq   ,ISP,14.350,14.580, 0.69800, 0.997, 0.909, 0.000, 1.663,   590.29,N,   4.880,18.007,      , 0.68, 1.25
140.1430,-16.7669,     189,J0222.6+4301 ,  1,Y,3C 66A                    ,035.66505,+43.03550, 0.007, 0.009,bll    ,HSP,14.930,15.090, 0.44400, 1.000, 0.988, 0.969, 0.005,  2303.70,N,  63.900,14.612,      , 0.40, 1.49
181.0910,-63.2493,     190,J0222.9-1117 ,  0,Y,1RXS J022314.6-111741     ,035.80939,-11.29402, 0.068, 0.074,bll    ,HSP,15.600,15.600, 0.04211, 0.986, 0.000, 0.000,-0.397,    14.18,N,        ,18.514,      , 0.44, 1.16
297.9176,-36.5431,     191,J0224.1-7941 ,  0,Y,PMN J0223-7940            ,035.91550,-79.67061, 0.032, 0.075,bcu II ,HSP,15.800,15.800,        , 0.990, 0.000, 0.000,-0.266,    58.50,S,        ,18.012,      , 0.44,
215.3465,-69.0459,     192,J0225.2-2602 ,  0,Y,PMN J0225-2603            ,036.29537,-26.05522, 0.023, 0.135,bcu II ,LSP,13.720,13.720,        , 0.992, 0.000, 0.000, 2.150,   115.13,N,        ,      ,      ,     ,
158.1933,-46.6556,     193,J0226.3+0941 ,  0,Y,PMN J0226+0937            ,036.55715,+09.62410, 0.064, 0.076,fsrq   ,-  ,      ,      , 2.60500, 1.000, 0.874, 0.000,      ,   375.14,N,        ,18.337,      , 0.66,
261.8662,-64.1025,     194,J0226.5-4442 ,  0,Y,RBS 0318                  ,036.66196,-44.68958, 0.033, 0.067,bcu I  ,HSP,16.300,16.300,        , 0.996, 0.000, 0.891,-0.422,    11.60,N,  49.600,19.394,      , 0.42, 0.76
165.1045,-52.8074,     195,J0227.2+0201 ,  0,Y,RX J0227.2+0201           ,036.81913,+02.03334, 0.013, 0.064,bll    ,HSP,16.640,16.803, 0.45600, 0.999, 0.000, 0.961,-0.536,    36.95,N, 393.000,18.457,18.390, 0.38, 0.50
150.2247,-34.9075,     196,J0228.0+2248 ,  0,Y,NVSS J022744+224834       ,036.93484,+22.80951, 0.068, 0.115,bcu II ,LSP,13.390,13.390,        , 0.967, 0.000, 0.000,-0.259,    46.17,N,        ,      ,18.980, 0.48,
278.2290,-56.4648,     197,J0228.3-5545 ,  0,Y,PKS 0226-559              ,037.08999,-55.76758, 0.009, 0.050,fsrq   ,LSP,12.290,12.830, 2.46400, 1.000, 0.921, 0.000, 1.375,   350.20,S,        ,19.076,      , 0.73,
229.2225,-68.5419,     198,J0228.7-3106 ,  0,Y,PMN J0228-3102            ,037.05405,-31.04457, 0.138, 0.136,bcu II ,ISP,14.200,14.200,        , 0.808, 0.000, 0.000, 0.111,    98.13,N,   3.410,19.644,      , 0.67, 1.17
243.9323,-67.1781,     199,J0229.3-3643 ,  0,Y,PKS 0227-369              ,037.36854,-36.73245, 0.019, 0.058,fsrq   ,LSP,12.585,13.078, 2.11500, 1.000, 0.863, 0.000, 1.435,   117.38,N,        ,      ,      ,     ,
280.2047,-54.5881,     200,J0230.6-5757 ,  0,Y,PKS 0229-581              ,037.78846,-57.91839, 0.073, 0.084,bll    ,ISP,14.950,14.964, 0.03199, 0.949, 0.845, 0.000,-2.341,   254.40,S,        , 9.189,      ,-0.13, 2.52
142.5950,-18.5008,     201,J0230.8+4032 ,  0,Y,B3 0227+403               ,037.69046,+40.54807, 0.010, 0.046,fsrq   ,LSP,13.215,13.520, 1.01900, 1.000, 0.938, 0.000, 1.429,   451.59,N,        ,18.186,      , 0.68,
152.9411,-36.6073,     202,J0232.8+2016 ,  1,Y,1ES 0229+200              ,038.20256,+20.28819, 0.023, 0.051,bll    ,HSP,15.425,15.481, 0.13900, 1.000, 0.851, 0.945,-1.229,    83.51,N, 157.000,14.646,15.310, 0.23, 1.22
149.7100,-31.3788,     203,J0232.9+2606 ,  0,Y,B2 0230+25                ,038.23482,+26.16192, 0.058, 0.093,bcu II ,ISP,14.600,14.600,        , 0.987, 0.000, 0.000,-0.303,    98.33,N,        ,18.744,18.080, 0.44,
283.1959,-51.2924,     204,J0236.7-6136 ,  0,Y,PKS 0235-618              ,039.22186,-61.60422, 0.013, 0.035,fsrq   ,LSP,13.215,13.381, 0.46500, 1.000, 0.953, 0.887, 0.233,   634.50,S,  15.700,17.753,      , 0.65, 1.12
241.1826,-65.7979,     205,J0237.5-3603 ,  0,Y,RBS 0334                  ,039.39186,-36.05790, 0.006, 0.039,bll    ,HSP,15.975,16.125, 0.41100, 1.000, 0.824, 0.927,-0.767,    27.20,N,  44.800,16.194,      , 0.23, 1.25
149.4658,-28.5283,     206,J0237.9+2848 ,  0,Y,4C +28.07                 ,039.46836,+28.80250, 0.011, 0.018,fsrq   ,LSP,12.880,13.225, 1.21300, 1.000, 0.984, 0.926, 0.942,  2197.53,N,  16.100,17.585,17.550, 0.76, 1.15
248.0446,-64.8168,     207,J0238.3-3904 ,  0,Y,1RXS J023800.5-390505     ,039.50264,-39.08465, 0.067, 0.088,bll    ,ISP,14.640,14.640, 0.20000, 0.982, 0.000, 0.000,-0.642,    65.21,N,        ,17.052,      , 0.45, 1.19
229.4576,-66.3221,     208,J0238.4-3117 ,  0,Y,1RXS J023832.6-311658     ,039.63534,-31.28279, 0.020, 0.038,bll    ,HSP,16.160,16.251, 0.23200, 0.999, 0.865, 0.942,-1.041,    71.49,N,  90.600,15.806,      , 0.30, 1.18
